I, [2016-10-27T17:36:31.238180 #15720]  INFO -- : Started GET "/locations/visited_locations" for 127.0.0.1 at 2016-10-27 17:36:31 -0700
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:03:23.889539 #9808] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:03:23.890541 #9808] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:03:37.054840 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:03:37 -0700
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- :   
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- :   
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:03:37.304613 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:03:37.305601 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:03:37.306602 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:03:39.264320 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:03:39 -0700
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- :   
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- :   
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:03:39.265320 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:03:39.266321 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:03:39.267333 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:04:35.810525 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:04:35 -0700
F, [2016-10-27T21:04:35.811512 #7036] FATAL -- :   
F, [2016-10-27T21:04:35.811512 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- :   
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:04:35.812513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:04:35.813513 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:04:35.814514 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:04:35.814514 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:04:35.814514 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:04:35.814514 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:04:35.814514 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:04:37.908152 #7036]  INFO -- : Started GET "/assets/rails.png" for 127.0.0.1 at 2016-10-27 21:04:37 -0700
F, [2016-10-27T21:04:37.908152 #7036] FATAL -- :   
F, [2016-10-27T21:04:37.908152 #7036] FATAL -- : ActionController::RoutingError (No route matches [GET] "/assets/rails.png"):
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- :   
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:04:37.909153 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:04:37.910152 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:04:37.910152 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:04:41.738623 #7036]  INFO -- : Started GET "/locations/" for 127.0.0.1 at 2016-10-27 21:04:41 -0700
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- :   
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- :   
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:04:41.739623 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
